what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1596304937652
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1596304937653
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1596304937659
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1596304937660
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1596304937660
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1596304937664
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1596304937665
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1596304937671
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1596304937677
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1596304937678
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1596304937680
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1596304937684
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1596304937685
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1596304937687
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1596304937689
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1596304937690
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1596304937690
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1596304937690
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1596304937695
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1596304937696
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1596304937696
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1596304937698
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1596304937698
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1596304937699
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1596304937700
os,sysinfo,,,"linux",1596304937712
arch,sysinfo,,,"x86",1596304937712
ws,sysinfo,,,"gtk",1596304937712
locale,sysinfo,,,"en_IN",1596304937712
processors,sysinfo,,,"4",1596304937712
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1596304937712
java.runtime.version,sysinfo,,,"1.8.0_222-8u222-b10-1~14.04-b10",1596304937712
java.specification.name,sysinfo,,,"Java Platform API Specification",1596304937712
java.specification.vendor,sysinfo,,,"Oracle Corporation",1596304937712
java.specification.version,sysinfo,,,"1.8",1596304937712
java.vendor,sysinfo,,,"Private Build",1596304937712
java.version,sysinfo,,,"1.8.0_222",1596304937712
java.vm.info,sysinfo,,,"mixed mode",1596304937712
java.vm.name,sysinfo,,,"OpenJDK Server VM",1596304937712
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1596304937712
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1596304937712
java.vm.specification.version,sysinfo,,,"1.8",1596304937712
java.vm.vendor,sysinfo,,,"Private Build",1596304937712
java.vm.version,sysinfo,,,"25.222-b10",1596304937712
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1596304937745
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1596304937768
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.100.v201004202202,"org.eclipse.jst.common.project.facet.core",1596304937772
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1596304937784
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.core",1596304937785
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1596304937875
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1596304937879
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1596304945075
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1596304945128
